"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"ts341767","Kotaro Lives Alone","SHOW","A lonely little boy moves into a ramshackle apartment building all on his own and makes friends with the broke manga artist who lives next door.",2022,"TV-14",27,"['animation', 'drama', 'comedy']","['JP']",1,"tt15490038",8.4,2281,13.897,6.9
"ts288744","The Sound of Magic","SHOW","An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.",2022,"TV-14",69,"['scifi', 'drama', 'fantasy', 'music']","['KR']",1,"tt14460684",7.7,2783,117.687,7.5
"ts273485","Baki Hanma","SHOW","To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",2021,"TV-MA",25,"['animation', 'action', 'drama', 'sport', 'thriller']","['JP']",2,"tt13357140",6.6,1685,211.093,8.049
"ts290643","Super Crooks","SHOW","Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?",2021,"TV-MA",30,"['action', 'crime', 'fantasy', 'scifi', 'drama', 'animation']","['JP']",1,"tt14272628",7.1,2254,6.317,7.2
"ts313689","Our Beloved Summer","SHOW","Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",2021,"TV-14",61,"['comedy', 'drama']","['KR']",1,"",NA,NA,17.209,8.9
"ts313646","Mom, Don't Do That!","SHOW","After her husband's death, a 60-year-old mom decides to find love again to the joy and annoyance of her two daughters. Based on a true story.",2022,"TV-MA",53,"['comedy', 'drama', 'romance']","['TW']",1,"tt21081098",6.5,87,116.074,9
"ts271867","Vincenzo","SHOW","Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",2021,"",81,"['action', 'drama', 'comedy', 'crime', 'romance']","['KR']",1,"tt13433812",8.4,16358,50.764,8.8
"ts288087","Sophie: A Murder in West Cork","SHOW","A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.",2021,"TV-14",55,"['documentation', 'crime', 'thriller', 'history']","['GB']",1,"tt14681732",6.8,5234,6.016,6.5
"ts314742","He-Man and the Masters of the Universe","SHOW","Eternia's Prince Adam discovers the power of Grayskull and transforms into He-Man, Master of the Universe. A reimagining of the classic animated series.",2021,"TV-Y7",25,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US']",3,"tt11465278",5.8,1679,22.627,7.078
"ts333834","The Ultimatum: Marry or Move On","SHOW","Get hitched or call it quits? Couples put their love to the test — while shacking up with other potential matches — in a provocative reality series.",2022,"TV-MA",49,"['reality']","['US']",1,"tt18396952",5.4,1759,2.696,6.2
"ts237972","Katla","SHOW","A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",2021,"TV-MA",46,"['drama', 'thriller', 'scifi']","['IS']",1,"tt11102190",7,13472,52.807,7.2
"ts262246","The Last Bus","SHOW","After embarking on a life-changing field trip, a group of whip-smart students fight to save humanity from an army of ruthless drones.",2022,"TV-PG",35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']","['GB']",1,"tt12885670",5,590,3.658,8.2
"ts313668","Tear Along the Dotted Line","SHOW","A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.",2021,"TV-14",19,"['drama', 'comedy', 'animation']","['IT']",1,"tt15614372",8.7,8053,24.559,8.3
"ts288489","Pretty Guardians Sailor Moon Eternal The Movie","SHOW","When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world.",2021,"TV-14",81,"['action']","['JP']",1,"tt10635042",NA,NA,19.654,9.6
"ts329854","Jump Like a Witch","SHOW","Female celebrities gather on court to learn from seasoned coaches and train for victory as members of a newly formed amateur basketball team.",2022,"TV-PG",92,"['reality']","['KR']",1,"",NA,NA,1.62,5
"ts104499","Trese","SHOW","Set in Manila where the mythical creatures of Philippine folklore live in hiding amongst humans, Alexandra Trese finds herself going head to head with a criminal underworld comprised of malevolent supernatural beings.",2021,"TV-MA",29,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']","['PH']",1,"tt9310336",7,3803,20.878,7.4
"ts321966","WWII in Color: Road to Victory","SHOW","Gripping historical footage and expert commentary give detailed insights into the leading figures and decisive turning points of World War II.",2021,"",51,"['documentation', 'war', 'history']","['GB']",1,"tt16477402",8.2,1684,8.514,7.9
"ts315611","Animal","SHOW","This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,"TV-PG",46,"['documentation']","['US', 'BR']",2,"tt15674216",7.9,1181,4.822,8.5
"ts297483","Hometown Cha-Cha-Cha","SHOW","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,"TV-14",78,"['comedy', 'romance', 'drama']","['KR']",1,"tt14518756",8.4,11060,40.151,8.2
"ts269676","History of Swear Words","SHOW","This proudly profane series explores the history and impact of some of the most notorious bad words in the English language.",2021,"TV-MA",21,"['documentation', 'comedy']","['US']",1,"tt13617060",6.4,4877,5.6,7
"ts304058","Ganglands","SHOW","Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",2021,"TV-MA",46,"['action', 'crime', 'drama', 'thriller']","['FR']",1,"tt13278100",7,2553,39.002,7.3
"ts273100","DOTA: Dragon's Blood","SHOW","After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",2021,"TV-MA",26,"['scifi', 'action', 'animation', 'fantasy', 'thriller']","['US']",3,"tt14069590",7.8,17848,29.69,8
"ts222864","Falling Into Your Smile","SHOW","Student Tong Yao makes two vows: to never be in a relationship with someone in the same field and to make up for the Chinese League of Legends. When Tong Yao earns her spot as the first formal female player in China's professional league, she catches the attention of an elite team captain. Facing doubts and inconveniences, she meets each challenge with her own persistence and her teammates' support. After much effort, what will become of her vows? Will she stand on the world stage to make up for six years of regret? Will she avoid a romantic entanglement within the e-sports world?  Adapted from the novel You're Beautiful When You Smile by Qing Mei.",2021,"TV-14",44,"['drama', 'comedy', 'romance']","['CN']",1,"tt11290960",8.4,2267,39.102,9
"ts265991","The Cook of Castamar","SHOW","Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",2021,"TV-MA",55,"['drama']","['ES']",1,"tt12626014",7.4,3807,11.161,7.1
"ts256311","High-Rise Invasion","SHOW","High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.",2021,"TV-MA",26,"['thriller', 'action', 'animation', 'horror', 'scifi']","['JP']",1,"tt13357164",6.6,2575,37.817,8.4
"ts331680","Making Fun","SHOW","Grumpy expert maker Jimmy DiResta fields kids' ideas for delightfully pointless inventions. Then — if he's in the mood — he and his pals build 'em.",2022,"TV-PG",41,"['reality']","['US']",1,"tt17737382",7.1,602,5.137,7
"ts244930","Angry Birds: Summer Madness","SHOW","Sparks and feathers fly when a teenage Red, Chuck, Bomb and Stella spend a wild summer together with other Angry Birds at Camp Splinterwood.",2022,"TV-Y7",14,"['action', 'comedy', 'family', 'fantasy', 'animation']","['US']",2,"tt12027896",5.8,620,17.106,7.3
"ts305264","School of Chocolate","SHOW","Eight top pastry and chocolate professionals elevate their skills under the supervision of world-renowned chocolatier, Amaury Guichon.",2021,"TV-PG",40,"['reality']","['US']",1,"tt15172154",7.6,1721,2.468,7.2
"ts312984","Our Blues","SHOW","Romance is sweet and bitter — and life riddled with ups and downs — in multiple stories about people who live and work on bustling Jeju island.",2022,"TV-MA",66,"['drama']","['KR']",1,"tt19115260",8.5,1150,23.177,8.8
"ts352579","As the Crow Flies","SHOW","A young fan maneuvers her way into a seasoned anchor's newsroom but soon confronts the dark side of ambition, envy and the desire to be seen.",2022,"TV-MA",46,"['drama', 'comedy']","['TR']",1,"tt13323566",6.3,3039,7.481,7.9
"ts311791","The Raincoat Killer: Chasing a Predator in Korea","SHOW","In the early 2000s, Yoo Young-chul hammered his victims to death and cast fear across Seoul. This docuseries recounts the hunt for a prolific killer.",2021,"TV-MA",48,"['documentation', 'crime', 'history']","['KR']",1,"tt15484900",6.4,2172,18.734,6.5
"ts304053","Countdown: Inspiration4 Mission to Space","SHOW","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,"TV-14",50,"['documentation']","['US']",1,"tt15166116",7.9,1857,6.054,6.7
"ts271025","Bling Empire","SHOW","Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",2021,"TV-MA",37,"['reality']","['US']",2,"tt13660962",5.8,3052,7.476,8.2
"ts287532","High on the Hog: How African American Cuisine Transformed America","SHOW","Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries.",2021,"TV-14",53,"['documentation']","['US']",1,"",NA,NA,3.237,8
"ts329885","Standing Up","SHOW","From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",2022,"TV-MA",47,"['comedy', 'drama']","['FR']",1,"tt18260550",7.4,939,1.854,5.6
"ts306203","Monsters Inside: The 24 Faces of Billy Milligan","SHOW","In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America.",2021,"TV-MA",61,"['documentation', 'crime']","[]",1,"tt15287836",6.2,3397,16.88,7.2
"ts240807","Power Rangers Dino Fury","SHOW","When an army of powerful alien beings is unleashed on Earth threatening life as we know it, a brand-new team of Power Rangers, fueled by the prehistoric power of the dinosaurs, are recruited to deal with the threat.",2021,"TV-Y7",21,"['thriller', 'action', 'comedy', 'drama', 'fantasy', 'scifi']","[]",2,"tt12360292",6.7,515,19.16,NA
"ts291718","Pretty Smart","SHOW","A self-proclaimed intellectual is forced to move in with her carefree sister and her sister's lovably eccentric friends.",2021,"TV-14",24,"['comedy', 'drama', 'romance']","['US']",1,"tt14369056",5.8,4451,8.866,6.9
"ts271321","Beyond Evil","SHOW","A serial murder case takes place in the small, peaceful city. The case is the same serial murder case that took place 20 years ago and changed Lee Dong-sik’s life. The two detectives work to catch the killer.",2021,"TV-MA",66,"['crime', 'thriller', 'drama']","['KR']",1,"tt13634872",8.1,3010,16.207,8.4
"ts319412","Forecasting Love and Weather","SHOW","Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",2022,"TV-14",66,"['drama', 'romance']","['KR']",1,"tt15140592",7.1,1617,13.284,8.7
"ts287294","Money, Explained","SHOW","We spend it, we borrow it, and save it. Now let's talk about money and its many minefields, from credit cards to casino, scammers to student loans.",2021,"TV-14",23,"['documentation']","['US']",1,"tt14492910",6.9,2223,14.952,7.6
"ts311915","Rebelde","SHOW","Head back to Elite Way School as a new generation of students hope to win the Battle of the Bands.",2022,"TV-MA",40,"['drama', 'romance', 'family', 'comedy', 'music']","['MX']",2,"tt14153686",6.2,2492,138.589,7.455
"ts307925","On the Verge","SHOW","Four women, a chef, a single mom, an heiress, and a job seeker dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",2021,"TV-MA",32,"['comedy', 'drama']","['FR']",1,"tt5540990",6.4,2961,8.188,5.2
"ts272463","Colin in Black & White","SHOW","The life of athlete Colin Kaepernick and his adoptive parents as they navigate the challenges of raising a black son in a white family and community.",2021,"TV-14",32,"['drama', 'sport']","['US']",1,"tt12624928",5.5,7282,29.999,6.682
"ts313781","The Club","SHOW","The most unexpected people can become your chosen family in a place you never thought could be home. In 1950s Istanbul, amid political unrest, a Jewish mother seeks to reconnect with her daughter after being released from prison.",2021,"TV-14",47,"['drama', 'comedy']","['TR']",2,"tt13317582",7.9,7810,8.116,7.2
"ts246073","Tribes of Europa","SHOW","2074. In the wake of a mysterious global disaster, war rages between the Tribes that have emerged from the wreckage of Europe. Three siblings from the peaceful Origine tribe are separated and forced to forge their own paths in an action-packed fight for the future of this new Europa.",2021,"TV-MA",47,"['scifi', 'drama', 'action', 'fantasy']","['DE']",1,"tt9184982",6.7,12043,37.998,7.179
"ts321614","Blippi Wonders","SHOW","Ever curious Blippi sets off on comedic and fun adventures in his BlippiMobile along with his faithful sidekicks TABBS & FETCH, who help him find the answers to a burning question of the day. This animated series allows us to take Blippi places he couldn't normally go in live-actions and appeal audiences around the world.",2021,"TV-Y",7,"['animation']","['US']",1,"tt19315934",5.1,21,1.557,7
"ts250092","Shaman King","SHOW","Shaman King follows the adventures of a 13-year-old shaman and his teammate a samurai warrior spirit, who traverse the world fighting evil spirits and misguided shamans on their journey to be the next Shaman King.",2021,"TV-PG",25,"['comedy', 'fantasy', 'animation', 'action', 'scifi']","['JP']",1,"tt12502782",6.9,1728,56.636,8.3
"ts303513","42 Days of Darkness","SHOW","In a town in Chile, a woman leads a frantic search to find her missing sister amid a media storm and the police investigation. Inspired by a true case.",2022,"TV-MA",46,"['drama', 'thriller', 'crime']","['CL']",1,"tt15090462",6.5,1040,6.233,5.9
"ts344043","Welcome to Wedding Hell","SHOW","A relatable romance drama about a couple in their 30s preparing for marriage. While they were expecting a happy ending like something out of a fairy tale, the reality of their preparations proves to be somewhat different. From the meeting between the families to marriage preparations and finding a house, the soon-to-be married couple will deal with very realistic topics.",2022,"TV-14",37,"['drama', 'romance']","['KR']",1,"tt20192096",6.9,89,4.417,9
"ts317078","The Journalist","SHOW","A journalist known as the maverick of news media defiantly chases the truth in this series adaptation of the hit movie of the same name.",2022,"TV-14",51,"['crime', 'drama', 'thriller']","['JP']",1,"tt15101670",7,608,6.078,8.1
"ts315041","Bulgasal: Immortal Souls","SHOW","Cursed since birth and exempt from death, a revenge-driven immortal sets out on a quest to reclaim his soul and end a 600-year-old vendetta.",2021,"TV-MA",71,"['scifi', 'action', 'drama', 'fantasy', 'thriller']","['KR']",1,"tt14691616",7.3,2063,10.958,8.1
"ts289620","House of Secrets: The Burari Deaths","SHOW","Suicide, murder or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",2021,"TV-MA",45,"['history', 'documentation', 'crime']","['IN']",1,"tt14167390",7.4,9944,7.749,7.6
"ts343492","Thermae Romae Novae","SHOW","A proud bath architect in ancient Rome starts randomly surfacing in present-day Japan, where he's inspired by the many bathing innovations he finds.",2022,"TV-MA",29,"['comedy', 'animation', 'fantasy', 'history']","['JP']",1,"tt13357234",7,749,1.915,7.6
"ts297846","An astrological guide for broken hearts","SHOW","Mid-thirties and still single (certainly not by choice), Alice is working at a small television network in a job with limited upward mobility, despite often being the most competent person in the room. To add insult to injury, her ex-boyfriend Carlo is getting married and about to become a father. And as if that weren't enough, in the small television production company she works for, a new charming and mysterious creative director, Davide, arrives to put everyone to the test. Alice's life begins to change when she meets Tio, an actor on the network's flagship soap opera and self-professed astrological guru, who will soon become her personal ""astrological guide for broken hearts"".",2021,"TV-14",34,"['romance', 'comedy']","['IT']",2,"tt14759406",7.1,3034,8.058,7
"ts220196","Centaurworld","SHOW","Centaurworld follows a war horse who is transported from her embattled world to a strange land inhabited by silly, singing centaurs of all species, shapes, and sizes. Desperate to return home, she befriends a group of these magical creatures and embarks on a journey that will test her more than any battle she's ever faced before.",2021,"TV-Y7",29,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']","['US']",2,"tt10919290",7.6,2045,9.038,7.6
"ts319333","Tiger King: The Doc Antle Story","SHOW","A lifelong showman, Bhagavan “Doc” Antle has built his various careers on theatrics, attracting a slew of admirers along the way. But beneath the eccentric, animal-loving facade lies a predator far more dangerous than his beloved big cats and a man shadier than any of his Tiger King counterparts.",2021,"TV-MA",42,"['crime', 'documentation']","['US']",1,"tt16307970",6.2,1564,4.16,6.5
"ts272366","Amend: The Fight for America","SHOW","When the United States of America was founded, the ideals of freedom and equality did not apply to all people. These are the stories of the brave Americans who fought to right the nation’s wrongs and enshrine the values we hold most dear into the Constitution — with liberty and justice for all.",2021,"TV-MA",58,"['war', 'documentation', 'history']","['US']",1,"tt13972246",7.8,1281,14.953,7
"ts268102","Juvenile Justice","SHOW","A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.",2022,"TV-MA",61,"['drama', 'crime']","['KR']",1,"tt15553922",8,2633,63.286,8.2
"ts220553","The Irregulars","SHOW","Set in Victorian London, the series follows a gang of troubled street teens who are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes.",2021,"TV-14",53,"['crime', 'drama', 'fantasy', 'thriller', 'scifi']","['GB']",1,"tt10893694",5.9,14927,10.125,7.5
"ts301915","The King's Affection","SHOW","When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",2021,"TV-14",65,"['drama']","['KR']",1,"",NA,NA,34.387,8.3
"ts288195","Invisible City","SHOW","An environmental police officer uncovers a hidden world of mythological entities from Brazilian folklore when he finds a connection between the mysterious appearance of a dead river dolphin on a Rio de Janeiro beach and the death of his beloved wife.",2021,"TV-MA",37,"['thriller', 'drama', 'crime', 'fantasy']","['BR']",2,"tt8878862",7.7,18,10.14,7.1
"ts317297","The Orbital Children","SHOW","In 2045, two children born on the moon and three kids from Earth try to survive after an accident on their space station leaves them stranded.",2022,"TV-14",32,"['scifi', 'animation', 'drama', 'fantasy']","['JP']",2,"tt13351614",6.4,564,11.016,7.6
"ts331439","My Little Pony: Make Your Mark","SHOW","The series will center on the adventures of Sunny Starscout and her friends after the events depicted in the film.",2022,"TV-Y",45,"['comedy', 'scifi', 'music', 'animation', 'drama', 'family', 'fantasy']","['US']",1,"tt14134334",6,136,400.035,8.1
"ts317522","Dig Deeper: The Disappearance of Birgit Meier","SHOW","After Birgit Meier vanishes in 1989, police missteps plague the case for years. But her brother never wavers in his tireless quest to find the truth.",2021,"",60,"['crime', 'documentation']","['DE']",1,"tt15771888",7.3,1881,2.293,7.9
"ts29800","Surviving Death","SHOW","What happens after we die? This docuseries explores personal stories and research on near-death experiences, reincarnation and paranormal phenomena.",2021,"TV-MA",54,"['documentation', 'reality']","['US']",1,"tt13649692",6.1,2028,0.6,6.8
"ts347762","Baby Fever","SHOW","When a fertility doctor drunkenly inseminates herself with her ex-boyfriend's sperm, she scrambles to explain her pregnancy — and win back her lost love.",2022,"TV-MA",32,"['drama', 'comedy', 'romance']","['DK']",1,"tt19389564",6.2,532,7.276,6.3
"ts296563","Who Rules The World","SHOW","A legendary wuxia romance that focuses on the decade-long romance between Hei Fengxi and Bai Fengxi, and the adventures they embark on together.",2022,"TV-PG",42,"['drama', 'fantasy', 'romance']","['CN']",1,"tt14950036",8.3,530,16.75,5.9
"ts320502","Getting Curious with Jonathan Van Ness","SHOW","Jonathan Van Ness lets curiosity lead the way while roving from snacks to wigs in this podcast spinoff chock-full of experts and special guests.",2022,"TV-MA",26,"['comedy', 'reality']","['US']",1,"tt16584084",6.8,741,2.01,7.7
"ts286317","The Sons of Sam: A Descent Into Darkness","SHOW","The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult.",2021,"TV-MA",60,"['crime', 'documentation', 'history']","['US']",1,"tt13156316",7,8500,10.533,7.3
"ts301999","Open Your Eyes","SHOW","After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment.",2021,"TV-MA",47,"['thriller', 'drama', 'scifi']","['PL']",1,"tt13495314",6.5,1464,14.064,7.2
"ts271593","Spycraft","SHOW","The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves.",2021,"TV-MA",34,"['documentation']","['US']",1,"tt13789092",6.7,2044,7.337,6.9
"ts327074","Bullsh*t the Game Show","SHOW","Throughout the game, players will work their way up a money ladder either by answering questions correctly or by confidently giving incorrect answers - and persuading others that they are accurate.",2022,"TV-14",0,"['reality']","['US']",1,"tt16912298",6.1,750,1.125,7.2
"ts241854","EDENS ZERO","SHOW","Aboard the Edens Zero, a lonely boy with the ability to control gravity embarks on an adventure to meet the fabled space goddess known as Mother.",2021,"TV-14",24,"['scifi', 'animation', 'comedy', 'action']","['JP']",1,"",NA,NA,24.758,7.8
"ts268835","Sisyphus","SHOW","An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.",2021,"",71,"['drama', 'thriller', 'action', 'scifi', 'fantasy']","['KR']",1,"tt13715448",7,3815,13.956,7.2
"ts305263","Baking Impossible","SHOW","Innovative bakers are paired with the brightest engineers to compete in designing and baking creations that are both delicious and made to survive intense engineering stress tests.",2021,"TV-PG",49,"['reality']","['US']",1,"tt15171996",7,1114,4.722,6.3
"ts301914","Inspector Koo","SHOW","A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.",2021,"TV-14",69,"['comedy', 'drama', 'thriller', 'crime', 'action']","['KR']",1,"tt14731794",6.9,619,18.817,7.3
"ts308689","Misfit: The Series","SHOW","The Misfits are in for a wild year as they prepare a school musical. But when the strict new headmaster bans the show, it's up to Julia to save the day.",2021,"",24,"['comedy']","['NL']",1,"tt15517928",7.1,77,2.178,8.3
"ts272939","The Lost Pirate Kingdom","SHOW","The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.",2021,"TV-MA",43,"['documentation', 'drama', 'history']","['US']",1,"tt14057360",6.6,2804,6.297,7.7
"ts343251","Green Mothers' Club","SHOW","Five moms in a competitive grade school community keep their enemies close, and one another closer, as envy and secrets tangle and unravel their lives.",2022,"",70,"['drama', 'thriller']","['KR']",1,"tt15060900",6.5,120,5.439,6.2
"ts308838","Bad Sport","SHOW","True crime and sports come together in this docuseries. Global controversies and scandals are explored through reports from those involved.",2021,"TV-MA",68,"['crime', 'documentation', 'sport']","[]",1,"tt15402912",7.3,2151,3.382,7.3
"ts349845","Mr. Good: Cop or Crook?","SHOW","In this riveting docuseries, when Norway's top cop is suspected of drug trafficking, investigators must ask: Is he a good officer or a major criminal?",2022,"TV-14",51,"['documentation', 'crime']","['NO']",1,"tt20113404",6.9,369,2.821,5.4
"ts349842","Rhythm + Flow France","SHOW","French rappers freestyle, battle and write their way to a game-changing 100,000 euro prize in a music competition series judged by Niska, Shay and SCH.",2022,"TV-MA",42,"['reality', 'music']","['FR']",1,"tt20192132",6.3,92,11.242,8.5
"ts317422","Saturday Morning All Star Hits!","SHOW","Follows Skip and Treybor as they celebrate all that is 80s and 90s television.",2021,"TV-14",23,"['animation', 'comedy']","['US']",1,"tt15977708",7.5,948,2.598,6.3
"ts287328","Yasuke","SHOW","In a war-torn feudal Japan filled with mechs and magic, the greatest ronin never known, Yasuke, struggles to maintain a peaceful existence after a past life of violence. But when a local village becomes the center of social upheaval between warring daimyo, Yasuke must take up his sword and transport a mysterious child who is the target of dark forces and bloodthirsty warlords.",2021,"TV-MA",29,"['drama', 'action', 'scifi', 'animation', 'fantasy', 'thriller']","['US']",1,"tt9310330",6.2,5150,8.838,7.81
"ts302489","Chicago Party Aunt","SHOW","Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.",2021,"TV-MA",23,"['animation', 'comedy']","['US']",1,"tt15125616",5.3,1488,4.25,6.5
"ts304468","Thirty-Nine","SHOW","Leaning on each other through thick and thin, a trio of best friends stand together as they experience life, love and loss on the brink of turning 40.",2022,"TV-MA",73,"['drama', 'romance']","['KR']",1,"tt15309342",7.9,150,6.647,9.4
"ts108621","Sky Rojo","SHOW","Coral, Wendy, and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club, and his henchmen, Moises and Christian.",2021,"TV-MA",27,"['drama', 'thriller', 'action', 'crime']","['ES']",3,"tt8690776",6.5,8706,39.825,7.7
"ts307745","Money Heist: From Tokyo to Berlin","SHOW","The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional and artistic process of filming Money Heist.",2021,"TV-MA",53,"['documentation', 'crime', 'drama']","['ES']",2,"tt15384346",7.7,890,712.899,7.391
"ts269493","Headspace Guide to Meditation","SHOW","The series shows how meditation can help in your daily life. From tackling stress to embracing gratitude, each episode first teaches the basics and techniques of the practice, and then concludes with a guided meditation. Push play, close your eyes, and explore the many benefits of meditation.",2021,"TV-G",22,"['documentation', 'animation']","['US']",1,"tt13617024",8.4,1568,4.774,7.7
"ts287703","Mine","SHOW","Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",2021,"TV-14",70,"['thriller', 'drama']","['KR']",1,"tt14023192",7.7,1169,11.801,7.5
"ts310376","Sex, Love & Goop","SHOW","Courageous couples journey toward more pleasurable sex and deeper intimacy with help from Gwyneth Paltrow and a team of experts in this reality series.",2021,"TV-MA",35,"['reality', 'comedy', 'romance']","['US']",1,"tt15470160",4.7,768,5.597,5.9
"ts317612","Love is Blind: Japan","SHOW","In this reality dating series, marriage-minded singles in Japan meet, date and get engaged before ever setting eyes on each other.",2022,"TV-PG",57,"['reality', 'romance']","['JP']",2,"tt15943826",7.1,535,2.581,7.5
"ts282291","Generation 56K","SHOW","Told from two points of view, a couple begins dating during the era of the 56K modem and navigates their relationship over the next two decades.",2021,"TV-14",30,"['drama', 'romance', 'comedy']","['IT']",1,"tt13524842",7.4,2427,5.375,7.3
"ts258415","Elves","SHOW","A Christmas vacation turns into a nightmare for a teenager and her family when they discover an ancient menace that stalks their island getaway.",2021,"TV-14",24,"['thriller', 'family', 'drama', 'fantasy', 'horror', 'scifi']","['DK']",1,"tt13231962",5.5,4165,45.71,7
"ts297675","Sexy Beasts","SHOW","Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.",2021,"TV-14",23,"['reality', 'romance']","[]",2,"tt14916746",4.6,1133,36.721,5.9
"ts310335","Insiders","SHOW","Twelve people think they're in the final casting round for a reality show. In fact, they're already being secretly filmed, with 100,000 euros at stake.",2021,"TV-MA",46,"['reality']","['ES']",2,"tt15436028",4.2,742,4.397,6.9
"ts301196","Top Secret UFO Projects: Declassified","SHOW","Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",2021,"TV-PG",44,"['documentation']","['GB']",1,"tt14992232",5.5,1426,22.071,7.3
"ts250998","Dirty Lines","SHOW","The story of Dirty Lines starts in 1987's Amsterdam, at a time when Dutch society was changing rapidly. Psychology student Marly Salomon takes on a side job working for a brand new firm: Teledutch - a company started by two brothers, Frank and Ramon Stigter, who established Europe’s first erotic telephone lines. Frank and Ramon become rich overnight and Marly finds herself immersed in this wild and rapid transformation. The final years of the Cold War sparked a sense of hope and inspired a new generation to celebrate life to its fullest. Amsterdam became the center of that cultural revolution with a radically new form of music: house and a new love drug: XTC. The erotic phone lines offer the opportunity to experience anonymous sex in a new way, changing the morality of its consumers, but also very much the people creating it.",2022,"TV-MA",46,"['drama', 'history']","['NL']",1,"tt14859224",7.4,1840,5.758,8.3
"ts320426","Crime Scene: The Times Square Killer","SHOW","In 1970s NYC, the “Torso Killer” preys on women to fulfill his grotesque fantasies while eluding police. A docuseries dive into crime’s darkest places.",2021,"TV-MA",49,"['thriller', 'documentation', 'crime', 'history']","['US']",1,"tt16027926",6.5,3974,5.848,7.125
